,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
242,카페마마스,서울특별시 중구 무교로 16,브런치 / 버거 / 샌드위치,만원-2만원,56,3.5
243,서가앤쿡,서울특별시 중구 한강대로 405,퓨전 양식,만원-2만원,11,3.4
244,메이드인시카고피자,서울특별시 중구 덕수궁길 5,기타 양식,만원-2만원,7,3.4
245,카니발피자,서울특별시 중구 한강대로 416,퓨전 양식,만원-2만원,15,3.3
246,코요테살룬,서울특별시 중구 퇴계로 18 대우재단빌딩 2F,이탈리안,만원-2만원,4,
247,스패뉴,서울특별시 중구 세종대로 82 2F,이탈리안,만원-2만원,4,
248,스몰하우스빅도어,서울특별시 중구 남대문로9길 6,이탈리안,만원-2만원,5,
249,텐시노키친,서울특별시 중구 통일로 92 에이스타워빌딩,이탈리안,만원-2만원,3,
250,한일관,서울특별시 중구 통일로 10,기타 양식,만원-2만원,5,
251,피셔맨스키친,서울특별시 중구 통일로 10,이탈리안,만원-2만원,4,
252,양파이,서울특별시 중구 남대문로1길 43 1F,스테이크 / 바베큐,만원-2만원,1,
253,비어바나위드비밀,서울특별시 중구 남대문로9길 24 2F,퓨전 양식,만원-2만원,1,
254,마르셀,서울특별시 중구 청계천로 8 1F,이탈리안,2만원-3만원,30,4.3
255,나이스타임2,서울특별시 중구 남대문로9길 6 ,이탈리안,2만원-3만원,5,4.2
256,더플레이스,서울특별시 중구 한강대로 416 서울스퀘어 1F,이탈리안,2만원-3만원,10,3.0
257,퍼스트플로어,서울특별시 중구 세종대로 58,패밀리 레스토랑,2만원-3만원,4,
258,넬보스코 이탈리안 레스토랑,서울특별시 중구 퇴계로8길 16 2F,이탈리안,2만원-3만원,1,
259,광화문양갈비,서울특별시 중구 세종대로21길 48 광안빌딩,스테이크 / 바베큐,2만원-3만원,5,
260,소공소공,서울특별시 중구 세종대로18길 16-3,퓨전 양식,2만원-3만원,1,
261,라망시크레,서울특별시 중구 퇴계로 67 레스케이프 호텔 26F,이탈리안,4만원 이상,10,4.3
262,제로컴플렉스,서울특별시 중구 퇴계로6가길 30 3F,프랑스 음식,4만원 이상,25,4.1
263,라칸티나,서울특별시 중구 을지로 19 삼성빌딩 B1,이탈리안,3만원-4만원,29,3.4
264,디어와일드,서울특별시 중구 소공로 119 더 플라자 2F,이탈리안,4만원 이상,5,
265,비스트로50,서울특별시 중구 소월로 50,이탈리안,4만원 이상,4,
266,르캬바레시떼,서울특별시 중구 소공로 119 더 플라자 LLF,프랑스 음식,4만원 이상,1,
267,도스타코스,서울특별시 중구 서소문로 115 한산빌딩 B1,남미 음식,만원 미만,1,
268,쁘띠하노이,서울특별시 중구 후암로 110 서울시티타워,베트남 음식,만원 미만,1,
269,스파이스마켓,서울특별시 중구 한강대로 416 서울스퀘어 B1,태국 음식,만원-2만원,4,
270,콘타이,서울특별시 중구 퇴계로 18,태국 음식,만원-2만원,2,
271,호아빈,서울특별시 중구 서소문로 139 동림빌딩 1F,베트남 음식,만원-2만원,3,
272,식객촌,서울특별시 중구 세종대로 55 부영태평빌딩 B2,뷔페,만원-2만원,3,
273,세븐스퀘어,서울특별시 중구 소공로 119 더 플라자 2F,뷔페,4만원 이상,15,4.0
274,모모카페,서울특별시 중구 남대문로 9 남대문 호텔 2F,뷔페,4만원 이상,5,
275,카페395,서울특별시 중구 소월로 50,뷔페,4만원 이상,3,
276,더피아1972,서울특별시 중구 세종대로 135 코리아나호텔 2F,뷔페,3만원-4만원,1,
277,더플라자 지스텀하우스웨딩홀,서울특별시 중구 소공로 119  22F,뷔페,4만원 이상,1,
278,적당,서울특별시 중구 을지로 29,카페 / 디저트,만원 미만,20,4.3
279,드로우에스프레소바,서울특별시 중구 서소문로6길 45 1F,카페 / 디저트,만원 미만,11,4.3
